,time,scan_mode,scan_name,template_name,azimuth_min,azimuth_max,elevation_min,elevation_max,range_min,range_max,cell_azimuth,cell_range,cell_zh,ngates_gt_0,ngates_gt_10,ngates_gt_30,ngates_gt_50,ngates_gt_10_5km,ngates_gt40_5km,ngates
0,2022-09-21 00:00:17,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.46472,204.51599,0.7800293,182.99927,0.0,109900.0,84.4793701171875,800.0,6.1501026,25,0,0,0,0,0,148
1,2022-09-21 00:04:58,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.078003,63.12195,0.7910156,178.78052,0.0,109900.0,63.1219482421875,4300.0,4.343897,2,0,0,0,0,0,24
2,2022-09-21 00:05:50,ppi,ppi,hou-ppi-tracer,0.5218506,359.5633,0.3955078,3.0871582,0.0,109900.0,359.56329345703125,7500.0,3.0995426,1,0,0,0,0,0,1
3,2022-09-21 00:07:49,vpt,vpt,hou-vpt-tracer,0.5767822,359.5633,89.70337,90.05493,0.0,19900.0,326.50543212890625,4300.0,3.758255,35,0,0,0,0,0,186
4,2022-09-21 00:10:26,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.46472,204.51599,0.7800293,182.99927,0.0,109900.0,114.4720458984375,800.0,8.559307,26,0,0,0,0,0,133
5,2022-09-21 00:15:06,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.078003,63.12195,0.7910156,178.7915,0.0,109900.0,63.1219482421875,1200.0,0.6320152,2,0,0,0,0,0,10
6,2022-09-21 00:15:58,ppi,ppi,hou-ppi-tracer,0.5328369,359.5633,0.38452148,3.1530762,0.0,109900.0,359.50836181640625,7500.0,3.07234,1,0,0,0,0,0,1
7,2022-09-21 00:17:57,vpt,vpt,hou-vpt-tracer,0.5218506,359.54132,89.70337,90.05493,0.0,19900.0,312.50885009765625,4300.0,0.3740387,11,0,0,0,0,0,105
8,2022-09-21 00:20:18,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.46472,204.64783,0.7800293,182.99927,0.0,109900.0,84.4793701171875,800.0,6.745783,25,0,0,0,0,0,135
9,2022-09-21 00:24:58,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.078003,63.12195,0.7910156,178.7915,0.0,109900.0,63.1219482421875,3300.0,-0.106630325,0,0,0,0,0,0,4
10,2022-09-21 00:25:51,ppi,ppi,hou-ppi-tracer,0.5218506,359.5523,0.38452148,3.1311035,0.0,109900.0,359.55230712890625,7500.0,2.5395775,1,0,0,0,0,0,1
11,2022-09-21 00:27:49,vpt,vpt,hou-vpt-tracer,0.54107666,359.5166,89.70337,90.05493,0.0,19900.0,57.5299072265625,4100.0,3.7556725,36,0,0,0,0,0,273
12,2022-09-21 00:30:25,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.46472,204.64783,0.7800293,182.99927,0.0,109900.0,54.5086669921875,7800.0,21.134773,16,1,0,0,1,0,105
13,2022-09-21 00:35:04,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.078003,63.12195,0.7910156,178.78052,0.0,109900.0,63.1219482421875,3700.0,-2.3861103,0,0,0,0,0,0,3
14,2022-09-21 00:35:57,ppi,ppi,hou-ppi-tracer,0.5328369,359.5633,0.38452148,3.1530762,0.0,109900.0,359.55230712890625,7500.0,3.3428154,1,0,0,0,0,0,1
