,time,scan_mode,scan_name,template_name,azimuth_min,azimuth_max,elevation_min,elevation_max,range_min,range_max,cell_azimuth,cell_range,cell_zh,ngates_gt_0,ngates_gt_10,ngates_gt_30,ngates_gt_50,ngates_gt_10_5km,ngates_gt40_5km,ngates
0,2022-08-09 00:00:05,rhi,rhi,hou-rhi-cell-track-05-deg,273.8617,273.8617,0.63720703,4.383545,0.0,109900.0,273.8616943359375,90800.0,35.22064,196,191,35,0,52,0,199
1,2022-08-09 00:08:04,ppi,ppi,hou-ppi-cell-track-05-deg,269.10187,279.14062,2.9992676,4.01001,0.0,109900.0,278.3551025390625,800.0,35.932224,512,168,4,0,0,0,787
2,2022-08-09 00:08:35,rhi,rhi,hou-rhi-cell-track-05-deg,274.1034,274.12537,0.63720703,4.383545,0.0,109900.0,274.1253662109375,91600.0,30.792603,71,66,2,0,0,0,71
3,2022-08-09 00:08:51,rhi,rhi,hou-rhi-cell-track-05-deg,274.56482,274.56482,0.63720703,4.383545,0.0,109900.0,274.5648193359375,91500.0,32.422676,82,74,13,0,0,0,86
4,2022-08-09 00:09:06,rhi,rhi,hou-rhi-cell-track-05-deg,274.9823,274.9823,0.63720703,4.383545,0.0,109900.0,274.9822998046875,91400.0,30.21252,67,61,1,0,0,0,69
5,2022-08-09 00:09:19,rhi,rhi,hou-rhi-cell-track-05-deg,274.38904,274.38904,0.63720703,4.383545,0.0,109900.0,274.3890380859375,91500.0,31.086353,64,64,3,0,0,0,64
6,2022-08-09 00:09:36,rhi,rhi,hou-rhi-cell-track-05-deg,274.96033,274.96033,0.63720703,4.383545,0.0,109900.0,274.9603271484375,91400.0,30.044716,60,57,1,0,0,0,60
7,2022-08-09 00:09:49,rhi,rhi,hou-rhi-cell-track-05-deg,274.38904,274.38904,0.63720703,4.383545,0.0,109900.0,274.3890380859375,91800.0,29.657658,71,61,0,0,0,0,71
8,2022-08-09 00:10:03,ppi,ppi,hou-ppi-cell-track-05-deg,269.34357,279.40704,3.0212402,4.01001,0.0,109900.0,278.3660888671875,800.0,38.169384,389,166,8,0,0,0,553
9,2022-08-09 00:10:34,rhi,rhi,hou-rhi-cell-track-05-deg,274.30115,274.30115,0.63720703,4.383545,0.0,109900.0,274.3011474609375,1200.0,29.916988,56,47,0,0,0,0,56
