,time,scan_mode,scan_name,template_name,azimuth_min,azimuth_max,elevation_min,elevation_max,range_min,range_max,cell_azimuth,cell_range,cell_zh,ngates_gt_0,ngates_gt_10,ngates_gt_30,ngates_gt_50,ngates_gt_10_5km,ngates_gt40_5km,ngates
0,2022-09-28 00:00:30,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.46472,204.51599,0.7800293,182.99927,0.0,109900.0,204.5159912109375,3200.0,20.261719,55,5,0,0,0,0,145
1,2022-09-28 00:05:11,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.05603,63.12195,0.7800293,178.76953,0.0,109900.0,63.0560302734375,1000.0,22.684708,4,2,0,0,0,0,19
2,2022-09-28 00:06:03,ppi,ppi,hou-ppi-tracer,0.519104,359.57428,0.38452148,3.0871582,0.0,109900.0,240.5621337890625,2500.0,9.641508,1,0,0,0,0,0,1
3,2022-09-28 00:08:01,vpt,vpt,hou-vpt-tracer,0.5548096,359.57428,89.70337,90.05493,0.0,19900.0,218.5345458984375,1700.0,13.73674,115,10,0,0,0,0,370
4,2022-09-28 00:10:14,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.46472,204.63684,0.7800293,182.99927,0.0,109900.0,204.5159912109375,4100.0,11.671972,33,1,0,0,0,0,115
5,2022-09-28 00:14:56,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.05603,63.12195,0.7800293,178.78052,0.0,109900.0,63.0999755859375,1200.0,4.930773,8,0,0,0,0,0,27
6,2022-09-28 00:15:48,ppi,ppi,hou-ppi-tracer,0.54382324,359.5633,0.38452148,3.0871582,0.0,109900.0,359.54132080078125,7500.0,4.2220135,2,0,0,0,0,0,2
7,2022-09-28 00:17:46,vpt,vpt,hou-vpt-tracer,0.5657959,359.54132,89.69238,90.05493,0.0,19900.0,53.5418701171875,3100.0,9.01099,39,0,0,0,0,0,157
8,2022-09-28 00:20:29,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.46472,204.63684,0.7800293,182.99927,0.0,109900.0,144.4866943359375,3700.0,8.217321,33,0,0,0,0,0,133
9,2022-09-28 00:25:10,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.05603,63.12195,0.7800293,178.78052,0.0,109900.0,63.1219482421875,2900.0,7.114647,7,0,0,0,0,0,29
10,2022-09-28 00:26:02,ppi,ppi,hou-ppi-tracer,0.54382324,359.58527,0.38452148,3.1091309,0.0,109900.0,0.5548095703125,7500.0,4.5572796,2,0,0,0,0,0,2
11,2022-09-28 00:28:01,vpt,vpt,hou-vpt-tracer,0.552063,359.5276,89.69238,90.05493,0.0,19900.0,243.5394287109375,3100.0,3.5819664,18,0,0,0,0,0,127
12,2022-09-28 00:30:15,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.46472,204.51599,0.7800293,182.99927,0.0,109900.0,84.4793701171875,1800.0,12.183884,24,1,0,0,0,0,113
13,2022-09-28 00:34:55,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.05603,63.12195,0.76904297,178.76953,0.0,109900.0,63.1219482421875,3400.0,4.143297,2,0,0,0,0,0,16
14,2022-09-28 00:35:47,ppi,ppi,hou-ppi-tracer,0.5548096,359.58527,0.38452148,3.1311035,0.0,109900.0,,,,0,0,0,0,0,0,0
15,2022-09-28 00:40:29,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.486694,204.51599,0.7800293,182.99927,0.0,109900.0,114.4940185546875,1800.0,11.560875,68,2,0,0,0,0,197
16,2022-09-28 00:45:12,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.05603,63.12195,0.7800293,178.7915,0.0,109900.0,63.0780029296875,4000.0,5.3112316,18,0,0,0,0,0,48
17,2022-09-28 00:46:04,ppi,ppi,hou-ppi-tracer,0.5548096,359.57428,0.38452148,3.043213,0.0,109900.0,,,,0,0,0,0,0,0,0
18,2022-09-28 00:48:02,vpt,vpt,hou-vpt-tracer,0.5218506,359.5523,89.69238,90.05493,0.0,19900.0,338.54644775390625,1300.0,9.476936,136,0,0,0,0,0,298
19,2022-09-28 00:50:13,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.46472,204.51599,0.7800293,182.99927,0.0,109900.0,144.4866943359375,1100.0,11.230093,87,2,0,0,0,0,241
20,2022-09-28 00:54:53,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.05603,63.12195,0.7800293,178.76953,0.0,109900.0,63.0780029296875,1800.0,8.955051,10,0,0,0,0,0,16
21,2022-09-28 00:55:45,ppi,ppi,hou-ppi-tracer,0.552063,359.57428,0.38452148,3.1311035,0.0,109900.0,,,,0,0,0,0,0,0,0
22,2022-09-28 00:57:44,vpt,vpt,hou-vpt-tracer,0.5218506,359.5523,89.70337,90.05493,0.0,19900.0,301.56646728515625,1100.0,12.959953,192,12,0,0,0,0,542
23,2022-09-28 01:00:28,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.486694,204.51599,0.7800293,182.99927,0.0,109900.0,114.4940185546875,1700.0,12.687542,69,3,0,0,0,0,150
24,2022-09-28 01:05:08,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.05603,63.12195,0.7910156,178.76953,0.0,109900.0,63.1219482421875,2000.0,9.063442,4,0,0,0,0,0,11
25,2022-09-28 01:06:00,ppi,ppi,hou-ppi-tracer,0.519104,359.58527,0.38452148,3.1091309,0.0,109900.0,,,,0,0,0,0,0,0,0
26,2022-09-28 01:07:59,vpt,vpt,hou-vpt-tracer,0.54382324,359.5633,89.70337,90.05493,0.0,19900.0,75.5584716796875,600.0,20.129456,325,66,0,0,0,0,567
