,time,scan_mode,scan_name,template_name,azimuth_min,azimuth_max,elevation_min,elevation_max,range_min,range_max,cell_azimuth,cell_range,cell_zh,ngates_gt_0,ngates_gt_10,ngates_gt_30,ngates_gt_50,ngates_gt_10_5km,ngates_gt40_5km,ngates
0,2022-09-09 00:00:00.045,rhi,rhi,hou-rhi-cell-track-10-deg,86.10535,86.10535,8.898926,9.393311,0.0,109900.0,,,,0,0,0,0,0,0,0
1,2022-09-09 00:00:16.000,rhi,rhi,hou-rhi-cell-track-10-deg,84.06189,84.06189,0.6591797,9.382324,0.0,109900.0,84.0618896484375,84300.0,31.023563,59,33,1,0,24,0,80
2,2022-09-09 00:00:33.000,rhi,rhi,hou-rhi-cell-track-10-deg,86.0614,86.09436,0.63720703,9.393311,0.0,109900.0,86.0833740234375,82400.0,42.93204,555,527,225,0,238,0,568
3,2022-09-09 00:00:47.000,rhi,rhi,hou-rhi-cell-track-10-deg,84.06189,84.06189,0.64819336,9.382324,0.0,109900.0,84.0618896484375,83800.0,30.677383,82,55,1,0,36,0,99
4,2022-09-09 00:01:02.000,ppi,ppi,hou-ppi-cell-track-10-deg,79.40094,89.57703,2.9992676,6.998291,0.0,109900.0,84.15802001953125,82200.0,39.88468,1312,1092,184,0,194,0,1366
5,2022-09-09 00:01:27.000,rhi,rhi,hou-rhi-cell-track-10-deg,84.50134,84.523315,0.64819336,9.404297,0.0,109900.0,84.5013427734375,83900.0,37.05968,143,122,39,0,109,0,168
6,2022-09-09 00:01:42.000,rhi,rhi,hou-rhi-cell-track-10-deg,84.54529,84.54529,0.6591797,9.393311,0.0,109900.0,84.5452880859375,83800.0,36.155937,171,133,36,0,114,0,204
7,2022-09-09 00:01:59.000,rhi,rhi,hou-rhi-cell-track-10-deg,85.578,85.578,0.64819336,9.382324,0.0,109900.0,85.5780029296875,86100.0,37.016415,333,321,122,0,180,0,351
8,2022-09-09 00:02:13.000,rhi,rhi,hou-rhi-cell-track-10-deg,82.578735,82.58972,0.64819336,9.393311,0.0,109900.0,82.5897216796875,80200.0,37.18972,161,107,25,0,1,0,179
9,2022-09-09 00:02:27.000,rhi,rhi,hou-rhi-cell-track-10-deg,85.578,85.599976,0.6591797,9.404297,0.0,109900.0,85.5999755859375,86100.0,38.862007,332,321,100,0,202,0,341
10,2022-09-09 00:02:44.000,rhi,rhi,hou-rhi-cell-track-10-deg,82.58972,82.58972,0.64819336,9.393311,0.0,109900.0,82.5897216796875,80600.0,35.721268,248,148,33,0,2,0,257
11,2022-09-09 00:02:57.000,ppi,ppi,hou-ppi-cell-track-10-deg,79.348755,89.409485,2.9992676,6.998291,0.0,109900.0,84.39971923828125,81800.0,37.025764,893,673,95,0,136,0,949
12,2022-09-09 00:03:22.000,rhi,rhi,hou-rhi-cell-track-10-deg,84.298096,84.32556,0.64819336,9.382324,0.0,109900.0,84.298095703125,80600.0,40.25361,81,66,29,0,4,0,96
13,2022-09-09 00:03:38.000,rhi,rhi,hou-rhi-cell-track-10-deg,84.347534,84.347534,0.64819336,9.393311,0.0,109900.0,84.3475341796875,80500.0,39.947693,90,74,30,0,10,0,109
14,2022-09-09 00:03:53.000,rhi,rhi,hou-rhi-cell-track-10-deg,87.07214,87.11609,0.64819336,9.393311,0.0,109900.0,87.0941162109375,81700.0,41.810715,296,275,64,0,78,0,307
15,2022-09-09 00:04:07.000,rhi,rhi,hou-rhi-cell-track-10-deg,87.07214,87.07214,0.6591797,9.393311,0.0,109900.0,87.0721435546875,82000.0,40.927994,302,272,59,0,83,0,318
16,2022-09-09 00:04:23.000,rhi,rhi,hou-rhi-cell-track-10-deg,87.07214,87.09412,0.64819336,9.404297,0.0,109900.0,87.0721435546875,84600.0,40.156815,285,265,56,0,76,0,297
17,2022-09-09 00:04:37.000,rhi,rhi,hou-rhi-cell-track-10-deg,87.09412,87.09412,0.64819336,9.404297,0.0,109900.0,87.0941162109375,83500.0,42.15725,267,251,51,0,59,0,291
18,2022-09-09 00:04:53.000,ppi,ppi,hou-ppi-cell-track-10-deg,79.35974,89.38751,2.9992676,7.0202637,0.0,109900.0,83.6114501953125,85000.0,41.515976,848,666,135,0,85,2,945
