,time,scan_mode,scan_name,template_name,azimuth_min,azimith_max,elevation_min,elevation_max,cell_azimuth,cell_range,cell_zh
0,2022-07-19 00:00:22,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4866943359375,204.5159912109375,0.780029296875,182.999267578125,,,
1,2022-07-19 00:05:03,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.802001953125,178.76953125,,,
2,2022-07-19 00:05:55,ppi,ppi,hou-ppi-tracer,0.54107666015625,359.5166015625,0.384521484375,3.05419921875,,,
3,2022-07-19 00:07:54,vpt,vpt,hou-vpt-tracer,0.54107666015625,359.5166015625,89.703369140625,90.054931640625,,,
4,2022-07-19 00:10:20,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4647216796875,204.5159912109375,0.780029296875,183.01025390625,,,
5,2022-07-19 00:15:02,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.780029296875,178.780517578125,,,
6,2022-07-19 00:15:54,ppi,ppi,hou-ppi-tracer,0.5218505859375,359.56329345703125,0.384521484375,3.065185546875,,,
7,2022-07-19 00:17:53,vpt,vpt,hou-vpt-tracer,0.54107666015625,359.5166015625,89.6923828125,90.054931640625,,,
8,2022-07-19 00:20:21,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4866943359375,204.5159912109375,0.780029296875,182.999267578125,,,
9,2022-07-19 00:25:02,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.780029296875,178.76953125,,,
10,2022-07-19 00:25:54,ppi,ppi,hou-ppi-tracer,0.5438232421875,359.56329345703125,0.384521484375,3.065185546875,,,
11,2022-07-19 00:27:53,vpt,vpt,hou-vpt-tracer,0.5218505859375,359.54132080078125,89.6923828125,90.054931640625,,,
12,2022-07-19 00:30:21,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4647216796875,204.5159912109375,0.780029296875,183.01025390625,,,
13,2022-07-19 00:35:02,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.791015625,178.758544921875,,,
14,2022-07-19 00:35:54,ppi,ppi,hou-ppi-tracer,0.5218505859375,359.55230712890625,0.384521484375,3.065185546875,,,
15,2022-07-19 00:37:52,vpt,vpt,hou-vpt-tracer,0.55206298828125,359.5166015625,89.6923828125,90.054931640625,,,
16,2022-07-19 00:40:21,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4866943359375,204.6258544921875,0.780029296875,182.999267578125,,,
17,2022-07-19 00:45:03,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.791015625,178.76953125,,,
18,2022-07-19 00:45:55,ppi,ppi,hou-ppi-tracer,0.5657958984375,359.54132080078125,0.384521484375,3.087158203125,,,
19,2022-07-19 00:47:53,vpt,vpt,hou-vpt-tracer,0.5548095703125,359.58526611328125,89.703369140625,90.054931640625,,,
20,2022-07-19 00:50:20,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4757080078125,204.6368408203125,0.780029296875,182.999267578125,,,
21,2022-07-19 00:55:02,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.791015625,178.76953125,,,
22,2022-07-19 00:55:54,ppi,ppi,hou-ppi-tracer,0.5218505859375,359.55230712890625,0.384521484375,3.043212890625,,,
23,2022-07-19 00:57:53,vpt,vpt,hou-vpt-tracer,0.5657958984375,359.58526611328125,89.6923828125,90.054931640625,,,
24,2022-07-19 01:00:21,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4866943359375,204.5159912109375,0.802001953125,182.999267578125,,,
25,2022-07-19 01:05:03,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.791015625,178.79150390625,,,
26,2022-07-19 01:05:55,ppi,ppi,hou-ppi-tracer,0.5218505859375,359.56329345703125,0.384521484375,3.065185546875,,,
27,2022-07-19 01:07:54,vpt,vpt,hou-vpt-tracer,0.5218505859375,359.54132080078125,89.681396484375,90.06591796875,,,
28,2022-07-19 01:10:20,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4647216796875,204.5159912109375,0.780029296875,182.999267578125,,,
29,2022-07-19 01:15:01,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.780029296875,178.76953125,,,
30,2022-07-19 01:15:53,ppi,ppi,hou-ppi-tracer,0.5218505859375,359.55230712890625,0.384521484375,3.065185546875,,,
31,2022-07-19 01:17:52,vpt,vpt,hou-vpt-tracer,0.5218505859375,359.54132080078125,89.703369140625,90.054931640625,,,
32,2022-07-19 01:20:22,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4866943359375,204.6258544921875,0.780029296875,182.999267578125,,,
33,2022-07-19 01:25:03,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.791015625,178.780517578125,,,
34,2022-07-19 01:25:55,ppi,ppi,hou-ppi-tracer,0.54107666015625,359.58526611328125,0.384521484375,3.043212890625,,,
35,2022-07-19 01:27:54,vpt,vpt,hou-vpt-tracer,0.5438232421875,359.56329345703125,89.703369140625,90.054931640625,,,
36,2022-07-19 01:30:20,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4647216796875,204.6478271484375,0.780029296875,182.999267578125,,,
37,2022-07-19 01:35:01,hsrhi,hsrhi,hou-hsrhi-tracer-anc,63.0780029296875,63.0999755859375,0.780029296875,178.79150390625,,,
38,2022-07-19 01:35:53,ppi,ppi,hou-ppi-tracer,0.5218505859375,359.55230712890625,0.384521484375,3.043212890625,,,
39,2022-07-19 01:37:52,vpt,vpt,hou-vpt-tracer,0.54107666015625,359.5166015625,89.6923828125,90.054931640625,,,
40,2022-07-19 01:40:22,hsrhi,hsrhi,hou-hsrhi-tracer-vol,54.4866943359375,204.6148681640625,0.780029296875,182.999267578125,,,
