,time,scan_mode,scan_name,template_name,azimuth_min,azimuth_max,elevation_min,elevation_max,range_min,range_max,cell_azimuth,cell_range,cell_zh,ngates_gt_0,ngates_gt_10,ngates_gt_30,ngates_gt_50,ngates_gt_10_5km,ngates_gt40_5km,ngates
0,2022-09-06 00:06:43,ppi,ppi,hou-ppi-cell-track-20-deg,167.31628,179.40948,2.9992676,16.00708,0.0,109900.0,168.5906982421875,61300.0,19.526543,23,7,0,0,0,0,85
1,2022-09-06 00:07:10,rhi,rhi,hou-rhi-cell-track-20-deg,173.38074,173.44666,0.6591797,19.379883,0.0,109900.0,173.4466552734375,600.0,27.637455,36,11,0,0,0,0,90
2,2022-09-06 00:07:30,rhi,rhi,hou-rhi-cell-track-20-deg,173.38074,173.38074,0.6591797,19.423828,0.0,109900.0,173.3807373046875,1100.0,31.000275,24,6,1,0,0,0,61
3,2022-09-06 00:07:48,rhi,rhi,hou-rhi-cell-track-20-deg,175.55054,175.59448,0.45043945,19.379883,0.0,109900.0,175.594482421875,600.0,18.843628,20,6,0,0,0,0,65
4,2022-09-06 00:08:03,rhi,rhi,hou-rhi-cell-track-20-deg,171.20544,171.22742,0.6591797,19.423828,0.0,109900.0,171.2274169921875,700.0,26.587017,21,7,0,0,0,0,89
5,2022-09-06 00:08:18,rhi,rhi,hou-rhi-cell-track-20-deg,175.55054,175.59448,0.670166,19.39087,0.0,109900.0,175.594482421875,2900.0,19.577576,18,3,0,0,0,0,41
6,2022-09-06 00:08:33,rhi,rhi,hou-rhi-cell-track-20-deg,171.22742,171.22742,0.63720703,19.401855,0.0,109900.0,171.2274169921875,3600.0,13.693638,35,5,0,0,0,0,94
7,2022-09-06 00:08:47,ppi,ppi,hou-ppi-cell-track-20-deg,167.36023,179.42047,2.977295,16.00708,0.0,109900.0,168.42315673828125,61400.0,20.75673,51,16,0,0,0,0,131
8,2022-09-06 00:09:15,rhi,rhi,hou-rhi-cell-track-20-deg,173.35876,173.35876,0.6591797,19.379883,0.0,109900.0,173.3587646484375,4800.0,17.153637,16,2,0,0,0,0,90
9,2022-09-06 00:09:34,rhi,rhi,hou-rhi-cell-track-20-deg,173.42468,173.42468,0.63720703,19.401855,0.0,109900.0,173.4246826171875,900.0,26.31974,23,8,0,0,0,0,70
10,2022-09-06 00:09:49,rhi,rhi,hou-rhi-cell-track-20-deg,175.55054,175.59448,0.6591797,19.401855,0.0,109900.0,175.5615234375,1600.0,7.2304306,5,0,0,0,0,0,72
11,2022-09-06 00:10:03,rhi,rhi,hou-rhi-cell-track-20-deg,171.21643,171.22742,0.63720703,19.401855,0.0,109900.0,171.2274169921875,3600.0,13.084881,19,3,0,0,0,0,77
12,2022-09-06 00:10:18,rhi,rhi,hou-rhi-cell-track-20-deg,175.55054,175.59448,0.6591797,19.379883,0.0,109900.0,175.594482421875,800.0,26.523212,30,12,0,0,0,0,90
13,2022-09-06 00:10:33,rhi,rhi,hou-rhi-cell-track-20-deg,171.24939,171.24939,0.670166,19.423828,0.0,109900.0,171.2493896484375,1200.0,16.798412,26,9,0,0,0,0,80
14,2022-09-06 00:10:47,ppi,ppi,hou-ppi-cell-track-20-deg,167.31628,179.40948,2.9992676,16.00708,0.0,109900.0,168.63189697265625,61400.0,17.232777,17,3,0,0,0,0,66
15,2022-09-06 00:11:14,rhi,rhi,hou-rhi-cell-track-20-deg,173.35876,173.35876,0.6591797,19.379883,0.0,109900.0,173.3587646484375,700.0,33.32897,38,17,3,0,0,0,83
16,2022-09-06 00:11:34,rhi,rhi,hou-rhi-cell-track-20-deg,173.42468,173.42468,0.64819336,19.412842,0.0,109900.0,173.4246826171875,700.0,33.540203,39,20,2,0,0,0,105
17,2022-09-06 00:11:48,rhi,rhi,hou-rhi-cell-track-20-deg,175.55054,175.59448,0.6591797,19.401855,0.0,109900.0,175.572509765625,700.0,9.054855,12,0,0,0,0,0,51
18,2022-09-06 00:12:04,rhi,rhi,hou-rhi-cell-track-20-deg,171.22742,171.22742,0.63720703,19.401855,0.0,109900.0,171.2274169921875,600.0,21.095928,33,12,0,0,0,0,97
19,2022-09-06 00:12:19,rhi,rhi,hou-rhi-cell-track-20-deg,175.55054,175.59448,0.6591797,19.39087,0.0,109900.0,175.594482421875,800.0,25.43895,14,4,0,0,0,0,49
20,2022-09-06 00:12:39,rhi,rhi,hou-rhi-cell-track-20-deg,171.22742,171.22742,0.6591797,19.401855,0.0,109900.0,171.2274169921875,600.0,23.938683,21,7,0,0,0,0,60
21,2022-09-06 00:12:52,ppi,ppi,hou-ppi-cell-track-20-deg,167.33826,179.43146,2.9992676,15.985107,0.0,109900.0,173.39996337890625,1500.0,13.443356,27,2,0,0,0,0,83
22,2022-09-06 00:13:20,rhi,rhi,hou-rhi-cell-track-20-deg,173.35876,173.35876,0.670166,19.401855,0.0,109900.0,173.3587646484375,1100.0,32.996944,30,17,2,0,0,0,82
23,2022-09-06 00:13:40,rhi,rhi,hou-rhi-cell-track-20-deg,173.42468,173.42468,0.670166,19.379883,0.0,109900.0,173.4246826171875,600.0,26.124226,32,16,0,0,0,0,74
24,2022-09-06 00:14:01,rhi,rhi,hou-rhi-cell-track-20-deg,175.59448,175.59448,0.68115234,19.379883,0.0,109900.0,175.594482421875,1900.0,10.362865,20,1,0,0,0,0,56
25,2022-09-06 00:14:19,rhi,rhi,hou-rhi-cell-track-20-deg,171.22742,171.22742,0.670166,19.379883,0.0,109900.0,171.2274169921875,700.0,19.04639,24,8,0,0,0,0,56
26,2022-09-06 00:14:39,rhi,rhi,hou-rhi-cell-track-20-deg,175.55054,175.59448,0.6591797,19.401855,0.0,109900.0,175.594482421875,800.0,18.944876,26,12,0,0,0,0,78
27,2022-09-06 00:14:55,rhi,rhi,hou-rhi-cell-track-20-deg,171.22742,171.22742,0.68115234,19.401855,0.0,109900.0,171.2274169921875,600.0,24.52998,17,5,0,0,0,0,63
28,2022-09-06 00:15:14,ppi,ppi,hou-ppi-cell-track-20-deg,167.36023,179.42047,3.0212402,15.985107,0.0,109900.0,172.9083251953125,2700.0,15.719532,22,4,0,0,0,0,68
29,2022-09-06 00:15:42,rhi,rhi,hou-rhi-cell-track-20-deg,173.35876,173.40271,0.670166,19.379883,0.0,109900.0,173.3587646484375,600.0,23.8115,23,8,0,0,0,0,67
30,2022-09-06 00:15:58,rhi,rhi,hou-rhi-cell-track-20-deg,173.42468,173.42468,0.68115234,19.39087,0.0,109900.0,173.4246826171875,1100.0,31.989258,36,19,2,0,0,0,70
31,2022-09-06 00:16:13,rhi,rhi,hou-rhi-cell-track-20-deg,175.55054,175.57251,0.64819336,19.423828,0.0,109900.0,175.550537109375,600.0,16.551617,15,6,0,0,0,0,60
32,2022-09-06 00:16:29,rhi,rhi,hou-rhi-cell-track-20-deg,171.22742,171.22742,0.68115234,19.401855,0.0,109900.0,171.2274169921875,600.0,27.388245,30,12,0,0,0,0,66
